handover_alt_km,handover_vel_ms,rocket_dv_ms,burn_time_s,tw_equiv,apogee_km,max_g,max_q_kPa,tr1_pass,tr2_pass,tr3_pass,all_pass
25,700,700,40,1.783893985728848,166.54907000000048,2.783893985728848,17.601352023794366,False,True,True,False
25,700,700,60,1.1892626571525653,187.54907000000068,2.1892626571525655,17.601352023794366,False,True,True,False
25,700,700,80,0.891946992864424,200.21869000000027,1.891946992864424,17.601352023794366,False,True,True,False
25,700,1000,40,2.54841997961264,200.60995000000037,3.54841997961264,17.601352023794366,False,True,True,False
25,700,1000,60,1.6989466530750934,200.80040000000034,2.6989466530750934,17.601352023794366,False,True,True,False
25,700,1000,80,1.27420998980632,201.0432400000001,2.27420998980632,17.601352023794366,False,True,True,False
30,500,100,40,0.254841997961264,70.09929000000002,1.254841997961264,6.2363040669617815,False,True,True,False
30,500,100,60,0.16989466530750935,81.09928999999987,1.1698946653075093,6.2363040669617815,True,True,True,True
30,500,100,80,0.127420998980632,92.09929000000004,1.1698946653075093,6.2363040669617815,True,True,True,True
30,500,200,40,0.509683995922528,78.72564000000007,1.5096839959225279,6.2363040669617815,False,True,True,False
30,500,200,60,0.3397893306150187,90.72564000000025,1.3397893306150186,6.2363040669617815,True,True,True,True
30,500,200,80,0.254841997961264,102.72564000000008,1.254841997961264,6.2363040669617815,False,True,True,False
30,500,300,40,0.764525993883792,88.37099000000009,1.764525993883792,6.2363040669617815,True,True,True,True
30,500,300,60,0.509683995922528,101.37099000000012,1.5096839959225279,6.2363040669617815,False,True,True,False
30,500,300,80,0.382262996941896,114.37099000000012,1.382262996941896,6.2363040669617815,False,True,True,False
30,500,500,40,1.27420998980632,110.71869000000021,2.27420998980632,6.2363040669617815,False,True,True,False
30,500,500,60,0.8494733265375467,125.71869000000044,1.8494733265375467,6.2363040669617815,False,True,True,False
30,500,500,80,0.63710499490316,140.71869000000018,1.63710499490316,6.2363040669617815,False,True,True,False
30,500,700,40,1.783893985728848,137.14557000000036,2.783893985728848,6.2363040669617815,False,True,True,False
30,500,700,60,1.1892626571525653,154.1455700000003,2.1892626571525655,6.2363040669617815,False,True,True,False
30,500,700,80,0.891946992864424,171.1455700000003,1.891946992864424,6.2363040669617815,False,True,True,False
30,500,1000,40,2.54841997961264,184.4293200000006,3.54841997961264,6.2363040669617815,False,True,True,False
30,500,1000,60,1.6989466530750934,200.18894000000046,2.6989466530750934,6.2363040669617815,False,True,True,False
30,500,1000,80,1.27420998980632,200.11657000000022,2.27420998980632,6.2363040669617815,False,True,True,False
30,600,100,40,0.254841997961264,80.67564000000006,1.254841997961264,8.980277856424966,True,True,True,True
30,600,100,60,0.16989466530750935,93.67563999999987,1.2038735983690112,8.980277856424966,True,True,True,True
30,600,100,80,0.127420998980632,106.67564000000009,1.2038735983690112,8.980277856424966,False,True,True,False
30,600,200,40,0.509683995922528,90.3209900000001,1.5096839959225279,8.980277856424966,True,True,True,True
30,600,200,60,0.3397893306150187,104.32099000000034,1.3397893306150186,8.980277856424966,False,True,True,False
30,600,200,80,0.254841997961264,118.32099000000012,1.254841997961264,8.980277856424966,False,True,True,False
30,600,300,40,0.764525993883792,100.98534000000014,1.764525993883792,8.980277856424966,False,True,True,False
30,600,300,60,0.509683995922528,115.98534000000016,1.5096839959225279,8.980277856424966,False,True,True,False
30,600,300,80,0.382262996941896,130.98534000000018,1.382262996941896,8.980277856424966,False,True,True,False
30,600,500,40,1.27420998980632,125.37232000000029,2.27420998980632,8.980277856424966,False,True,True,False
30,600,500,60,0.8494733265375467,142.37232000000046,1.8494733265375467,8.980277856424966,False,True,True,False
30,600,500,80,0.63710499490316,159.3723200000003,1.63710499490316,8.980277856424966,False,True,True,False
30,600,700,40,1.783893985728848,153.83782000000048,2.783893985728848,8.980277856424966,False,True,True,False
30,600,700,60,1.1892626571525653,172.83782000000045,2.1892626571525655,8.980277856424966,False,True,True,False
30,600,700,80,0.891946992864424,191.83782000000045,1.891946992864424,8.980277856424966,False,True,True,False
30,600,1000,40,2.54841997961264,200.16855000000052,3.54841997961264,8.980277856424966,False,True,True,False
30,600,1000,60,1.6989466530750934,200.32805000000036,2.6989466530750934,8.980277856424966,False,True,True,False
